Cohorte,S_Etica_Profesional,S_Responsabilidad_Soc,S_Gestion_Proyectos,S_Aprendizaje_Dig,S_Comunicacion_ESP,S_Comunicacion_ING,S_Liderazgo_Equipo,P_Gestion_Proyectos,P_Etica_Profesional,P_Responsabilidad_Soc,P_Aprendizaje_Dig,P_Comunicacion_ESP,P_Comunicacion_ING,P_Liderazgo_Equipo,Carrera_Raw,Trabaja_Status,Antiguedad_Raw,Texto_Relevantes_6_1,T,Evento,ID_Encuestado
Julio,4.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Diseño de estructuras, soldaduda",7,0,Julio_201
Julio,5.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Gestión de Calidad, Desechos Peligrosos, Desechos Comunes, Estudios de Impacto Ambiental, Gestión de Recursos Naturales,  Legislación Ambiental.",7,0,Julio_202
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,Si,Entre 1 y 2 años,"Estadística, programación, riesgo financiero",0,1,Julio_203
Julio,4.0,4.0,2.0,4.0,6.0,6.0,4.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"SISTEMAS ELECTRICOS DE DISTRIBUCION, CENTRALES DE GENERACION, MAQUINAS ELECTRICAS, ESTABILIDAD DE SEP, OPERACION DE SEP",3,1,Julio_204
Julio,4.0,3.0,4.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Gestion de proyectos, PLC, Redes industriales",7,0,Julio_205
Julio,5.0,5.0,6.0,6.0,5.0,5.0,5.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,Si,Entre 1 y 2 años,"Econometría, estadística, finanzas, proyectos.",0,1,Julio_206
Julio,4.0,5.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,"Desarrollo web, Aplicaciones móviles, Programación",7,0,Julio_207
Julio,5.0,4.0,4.0,4.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Programación Orientada a Objetos,7,0,Julio_208
Julio,5.0,5.0,5.0,6.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) ECONOMÍA,Si,Menos de 6 meses,"Finanzas, Macroeconomia, Econometria",3,1,Julio_209
Julio,4.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,Suelos,3,1,Julio_210
Julio,6.0,5.0,5.0,5.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,(RRA20) COMPUTACIÓN,Si,Entre 1 y 2 años,"Fundamentos de Bases de datos, ingeniería de software I y II, Aplicaciones web, aplicaciones móviles, Interacción Humano Computador, Data Mining y Machine Learning, Ingeniería Financiera, Gestión de Procesos y Calidad.",0,1,Julio_211
Julio,4.0,4.0,4.0,5.0,3.0,3.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,Si,Menos de 6 meses,Abastecimiento,3,1,Julio_212
Julio,5.0,3.0,3.0,4.0,2.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Diseño de proyectos estructurales, diseño de proyectos hidráulicos,  fiscalización, costos.",7,0,Julio_213
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Desarrollo de aplicaciones web y movil,7,0,Julio_214
Julio,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) GEOLOGÍA,Si,Menos de 6 meses,Campo,3,1,Julio_215
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTROMECÁNICA,No,,Todo relacionado con electricidad,7,0,Julio_216
Julio,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,Alcantarillado,7,0,Julio_217
Julio,4.0,5.0,5.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,(RRA20) INGENIERÍA QUÍMICA,Si,Menos de 6 meses,Ambiente,3,1,Julio_218
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Fisica,7,0,Julio_219
Julio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Ingeniería financiera, cálculo, transferencia de calor, dibujo mecánico y CAD.",7,0,Julio_220
Julio,5.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Calidad del agua, diseño de plantas, Evaluación de Impacto Ambiental",7,0,Julio_221
Julio,3.0,3.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,No,,"Dinámica de Máquinas,  Operación de SEP, Dispositivos Electrónicos,  Electrónica de Potencia",7,0,Julio_222
Julio,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Mecánica de Suelos Básica, Mecánica de Suelos Aplicada y Cimentaciones, Hormigón: Flexión, Corte y Torsión, Hormigón Columnas, Muros de Corte y Pórticos",7,0,Julio_223
Julio,5.0,4.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,Losas,7,0,Julio_224
Julio,3.0,2.0,6.0,6.0,6.0,6.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,(RRA20) SOFTWARE,Si,Menos de 6 meses,"PROGRAMACIÓN II, ESTRUCTURA DE DATOS Y ALGORITMOS II, METODOLOGÍAS ÁGILES, CALIDAD DE SOFTWARE, INTELIGENCIA ARTIFICIAL Y APRENDIZAJE AUTOMÁTICO",3,1,Julio_225
Julio,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Calidad del agua, suelo y aire",7,0,Julio_226
Julio,6.0,5.0,4.0,6.0,4.0,4.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,(RRA20) TELECOMUNICACIONES,Si,Entre 1 y 2 años,"Comunicaciones ópticas, Telemática, Antenas",0,1,Julio_227
Julio,3.0,4.0,4.0,5.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,Si,Más de 2 años,Econometría,3,1,Julio_228
Julio,2.0,1.0,2.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,(RRA20) COMPUTACIÓN,Si,Entre 1 y 2 años,"Redes, Desarrollo Web, Inteligencia Artificial, Machine Learning, Programación Orientada a Objetos, Matemáticas Discretas, Algoritmos y Estructuras de Datos, HCI, Bases de Datos, Auditoría.",0,1,Julio_229
Julio,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,"Tratamientos de Aguas Residuales, Potabilización, Alcantarillado",7,0,Julio_230
Julio,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) COMPUTACIÓN,Si,Entre 1 y 2 años,"Ingenieríá de software II, Aplicaciones Web, Aplicaciones móviles, Bases de datos, Inteligencia Artificial",0,1,Julio_231
Julio,4.0,2.0,4.0,6.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,"Refrigeración, trasnferencia de calor, termodinámica, mecánica de fluidos, elementos de maquinas",3,1,Julio_232
Julio,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Diseño de proyectos estructurales, Diseño de proyectos hidráulicos, Alcantarillado, Topografía, Estructuras de Aceros, Costos en la construcción, Fiscalización en la construcción , Instalaciones hidrosanitarias, Mecánica de suelos I y II , Hormigón I y II y Losas de hormigón",3,1,Julio_233
Julio,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Programación II, Ingeniería de Software y de Requerimientos, Diseño de Software, Aplicaciones Web, Verificación y Validación de Software",7,0,Julio_234
Julio,2.0,1.0,4.0,3.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Física Térmica, Física de Materiales",7,0,Julio_235
Julio,5.0,3.0,3.0,3.0,3.0,3.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,(RRA20) INGENIERÍA CIVIL,Si,Entre 6 meses y 1 año,Proyectos estructurales,0,1,Julio_236
Julio,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Fiscalización, Alcantarillado, Hidrosanitaria",3,1,Julio_237
Julio,3.0,3.0,3.0,5.0,2.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,Desarrollo web,7,0,Julio_238
Julio,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,"Base de datos, aplicaciones web, interacción humano computador, aplicaciones móviles",7,0,Julio_239
Julio,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,Si,Entre 6 meses y 1 año,Telemática,0,1,Julio_240
Julio,4.0,4.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,No,,"Econometría, Estadística, Mercadotecnia",7,0,Julio_241
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Eficiencia energética, mecánica de fluidos",7,0,Julio_242
Julio,5.0,5.0,5.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,(RRA20) DESARROLLO DE SOFTWARE,Si,Más de 2 años,Análisis de datos,3,1,Julio_243
Julio,6.0,5.0,4.0,6.0,5.0,5.0,4.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Menos de 6 meses,"Bases de satos, Aplicaciones Web y Moviles, MINERÍA DE DATOS, Administración de Procesos y Servicios de TI",3,1,Julio_244
Julio,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,No,,"IoT, sistemas inalambricos, redes e intranet, aplicaciones web y moviles, LAN, WAN, bases de datos, desarrollo de software.",7,0,Julio_245
Julio,4.0,4.0,4.0,5.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Aplicaciones Webs, Aplicaciones Móviles, Metodologías Ágiles, Ingenieria de Requerimientos",7,0,Julio_246
Julio,4.0,4.0,4.0,4.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,Desarrollo de aplicaciones web - tecnologías de la seguridad,7,0,Julio_247
Julio,2.0,3.0,2.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,No,,Todas han sido muy útiles,7,0,Julio_248
Julio,2.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,(RRA20) INGENIERÍA CIVIL,Si,Entre 1 y 2 años,"Aplicaciones computacionales en estructura, diseño de proyectos estructurales, Hormigón armado, fiscalización.",0,1,Julio_249
Julio,5.0,5.0,3.0,5.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,(RRA20) INGENIERÍA AMBIENTAL,Si,Menos de 6 meses,"Regularización ambiental, gestión integral de residuos peligrosos, calidad del agua, suelos, remediación de suelos, evaluación de impactos ambientales",3,1,Julio_250
Julio,6.0,5.0,4.0,6.0,4.0,4.0,4.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,Si,Entre 1 y 2 años,"Econometria, finanzas",0,1,Julio_251
Julio,5.0,5.0,3.0,5.0,3.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Agua potable y alcantarillado, Calidad del agua, Potabilización del agua, Diseño de plantas, Balance de masa y energía, Depuración, Residuos sólidos municipales, Ecotoxicología, Evaluación de impacto ambiental, Legislación ambiental",7,0,Julio_252
Julio,4.0,3.0,4.0,5.0,3.0,3.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Entre 6 meses y 1 año,"Sistemas Cad/cam, Procesos Industriales,  Diseño de sistemas de producción, Gestión de procesos y calidad",0,1,Julio_253
Julio,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,Dibujo mecánico y CAD,3,1,Julio_254
Julio,4.0,5.0,4.0,4.0,5.0,5.0,4.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,(RRA20) REDES Y TELECOMUNICACIONES,Si,Menos de 6 meses,"Redes, comunicación inalámbrica",3,1,Julio_255
Julio,1.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,Gestión de Proyectos,3,1,Julio_256
Julio,6.0,5.0,5.0,6.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,Si,Menos de 6 meses,"Estadística , econometria, riesgo financiero",3,1,Julio_257
Julio,6.0,3.0,5.0,6.0,5.0,5.0,3.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Menos de 6 meses,"Transmisión Digital, Bases de Datos, Aplicaciones Web y Móviles, Almacenamiento y Procesamiento de Datos, Hacking Ético, LAN, WAN, Sistemas Inalámbricos, Administración de Procesos y Servicios de TI",3,1,Julio_258
Julio,5.0,5.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Diseño estructural, diseño hidráulico",3,1,Julio_259
Julio,6.0,6.0,5.0,6.0,5.0,5.0,5.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,(RRA20) ELECTRICIDAD,Si,Entre 6 meses y 1 año,"Sistemas eléctricos de distribución, calidad de energía, SEP",0,1,Julio_260
Julio,3.0,3.0,4.0,4.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Transferencia de calor, Mecánica de Materiales",7,0,Julio_261
Julio,6.0,3.0,3.0,5.0,4.0,4.0,4.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Menos de 6 meses,"Hacking Etico, Administracion de procesos, Ingenieria Financiera, Redes e Intranets, Aplicaciones Web,  Gestion de procesos y calidad, seguridad en redes, sistemas IoT, enrutamiento, sistemas operativos",3,1,Julio_262
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Entre 1 y 2 años,"Aplicaciones Distrubuidas, Redes e Intranets, WLAN",0,1,Julio_263
Julio,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,"Estadística aplicada , Gestión de proceso y Calidad, Administración de Operaciones, Gestión de Proyectos, Control estadístico de la Calidad, Logistica, Cadena de Suminstro",3,1,Julio_264
Julio,6.0,6.0,5.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,Todas,3,1,Julio_265
Julio,4.0,4.0,4.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,Si,Menos de 6 meses,"Álgebra, Sistemas operativos, redes, desarrollo de aplicaciones web, desarrollo de aplicaciones móviles, análisis de datos, inteligencia artificial",3,1,Julio_266
Julio,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,"Caracterización de agua, gestión ambiental, potabilización.",7,0,Julio_267
Julio,3.0,3.0,3.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"Sistemas eléctricos de potencia, centrales eléctricas, instalaciones eléctricas de medio voltaje y bajo voltaje, electrónica de potencia, calidad de energía,  Energías renovables, Control industrial, Máquinas Eléctricas",3,1,Julio_268
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"Alto voltaje, Introducción a protecciones eléctricas, Calidad de energía eléctrica, Análisis de Sistemas Eléctricos de Potencia, Accionamientos de Máquinas, Sistemas eléctricos de distribución",3,1,Julio_269
Julio,4.0,2.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,"Caracterización, potabilización, alcantarillado, tratamiento de aguas residuales, gestión ambiental, captación",7,0,Julio_270
Julio,5.0,4.0,5.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Termodinámica Aplicada, Transferencia de calor Aplicada",7,0,Julio_271
Julio,5.0,5.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Ingeniería de la reacción, balance de masa y energía, transferencia de calor",7,0,Julio_272
Julio,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,Diseño de estructuras metalicas,7,0,Julio_273
Julio,4.0,4.0,3.0,5.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MATEMÁTICA,No,,"Análisis en los espacios de Banach y Hilbert, Teoría de Operadores Lineales y Acotados, Ecuaciones Diferenciales Parciales",7,0,Julio_274
Julio,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Entre 6 meses y 1 año,Djdj,0,1,Julio_275
Julio,4.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,Diseño de máquinas,7,0,Julio_276
Julio,5.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Menos de 6 meses,Redes de Área Local,3,1,Julio_277
Julio,5.0,2.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) GEOLOGÍA,No,,"Petrografía, geoquímica y yacimientos minerales.",7,0,Julio_278
Julio,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Menos de 6 meses,"Electrónica de Potencia, Control Automático",3,1,Julio_279
Julio,4.0,4.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,No,,Programación avanzada,7,0,Julio_280
Julio,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"Sistemas eléctricos de potencia, calidad de energía, sistemas eléctricos de distribución e Itinerarios avanzado y básico",3,1,Julio_281
Julio,6.0,6.0,5.0,6.0,3.0,3.0,4.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,Diseño de proyectos estructurales e hidráulicos. Mis materias de especialidad en hidráulica,3,1,Julio_282
Julio,5.0,3.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,Si,Menos de 6 meses,HCI,3,1,Julio_283
Julio,6.0,5.0,5.0,6.0,5.0,5.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,(RRA20) SOFTWARE,Si,Entre 1 y 2 años,HI,0,1,Julio_284
Julio,6.0,5.0,5.0,6.0,6.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,(RRA20) INGENIERÍA QUÍMICA,Si,Entre 6 meses y 1 año,Química,0,1,Julio_285
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,",",7,0,Julio_286
Julio,5.0,4.0,5.0,4.0,3.0,3.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Menos de 6 meses,Circuitos,3,1,Julio_287
Julio,5.0,5.0,5.0,5.0,3.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Diseño de plantas, Ingeniería de la reacción, Mecánica de Fluidos, Transferencia de Masa, Transferencia de Calor, Balance de Masa, Balance de Energía",7,0,Julio_288
Julio,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) GEOLOGÍA,No,,Yacimientos,7,0,Julio_289
Julio,4.0,3.0,4.0,5.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,"Diseño de máquinas, Elementos de máquinas, termodinámica, mecánica de fluidos aplicada, desgaste y falla.",3,1,Julio_290
Julio,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) GEOLOGÍA,No,,"Petrografía, Yacimientos minerales, Exploración de Yacimientos, Geología del petróleo, Hidrogeología, Geotecnia",7,0,Julio_291
Julio,3.0,3.0,3.0,5.0,3.0,3.0,4.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,(RRA20) INGENIERÍA QUÍMICA,Si,Entre 6 meses y 1 año,"Balance de Masa, Balance de Energía,  Diseño de Plantas, Termodinámica I",0,1,Julio_292
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTROMECÁNICA,Si,Menos de 6 meses,"Electricidad, instalaciones de media y baja tención, electrónica digital y microprocesadores",3,1,Julio_293
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,Tratamiento de Aguas Residuales y Sistemas de Alcantarillado,7,0,Julio_294
Julio,5.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) REDES Y TELECOMUNICACIONES,No,,"Comunicaciones Inalámbricas, Sistemas de Telecomunicaciones, Redes de la Siguiente Generación",7,0,Julio_295
Julio,4.0,4.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,(RRA20) DESARROLLO DE SOFTWARE,Si,Entre 6 meses y 1 año,"Iot, Desarrollo de Software",0,1,Julio_296
Julio,3.0,2.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,"IA, Desarrollo web",0,1,Julio_297
Julio,4.0,4.0,4.0,5.0,3.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Metodologías ágiles, desarrollo Web y desarrollo mobile",7,0,Julio_298
Julio,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,"Programación orientada a Objetos, Desarrollo Web, Metodologías Ágiles",0,1,Julio_299
Julio,5.0,4.0,5.0,5.0,5.0,5.0,4.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) SOFTWARE,Si,Menos de 6 meses,"Ingeniería de software, Metodologías ágiles, verificación y validación, aplicaciones web",3,1,Julio_300
Julio,6.0,6.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,(RRA20) REDES Y TELECOMUNICACIONES,Si,Menos de 6 meses,"Comunicaciones Inalambricas, Programación, TCP/IP, Comunicaciones Analógicas y Digitales, Propagación y Antenas, Sistemas Operativos, Redes de Computadoras, Comunicaciones Ópticas, Sistemas de Telecomunicaciones, Intranets, Leyes y Normativas de las Telecomunicaciones, Redes de Siguiente Generación, Seguridad en Redes",3,1,Julio_301
